"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2013-07-19","USDA/ARS U.S. Meat Animal Research Center","United States","NE, United States","False","False","40.5305017757,-98.1353759766","1","1","0","0","0","0","0","0"
"2013-07-19","UT Brown Institute of Molecular Medicine","United States","TX, United States","None","False","29.7033279101,-95.4040932655","1","0","1","0","0","0","0","0"
"2013-07-19","UT Southwestern","United States","TX, United States","True","True","32.8190178233,-96.8432807922","3","0","1","1","0","0","1","0"
"2013-07-19","UT-MD Anderson Cancer Center","United States","TX, United States","True","True","29.7060210928,-95.40184021","6","0","0","0","0","2","4","0"
"2013-07-19","UTHSC Molecular Resource Center","United States","TN, United States","True","None","35.1391425246,-90.0363922119","4","0","0","0","0","2","2","0"
"2013-07-19","UWC","South Africa","Western Cape, South Africa","True","None","-33.9292603322,18.6274909973","2","1","0","0","1","0","0","0"
"2013-07-19","Vall d'Hebron Research Institute (UCTS - VHIR)","Spain","Catalunya, Spain","True","True","41.4268806683,2.14074075222","2","2","0","0","0","0","0","0"
"2013-07-19","Vanderbilt University Medical Center","United States","TN, United States","True","False","36.14206,-86.80241","1","0","1","0","0","0","0","0"
"2013-07-19","VANTAGE","United States","TN, United States","True","False","36.1423108735,-86.8036651611","4","0","0","2","2","0","0","0"
"2013-07-19","VANTAGE, Vanderbilt Medical Center","United States","TN, United States","None","None","36.1394343328,-86.8035793304","1","0","1","0","0","0","0","0"
"2013-07-19","Vavilov Institute of General Genetics","Russia","Москва, Russia","False","True","55.6958252844,37.5650024414","2","0","0","1","0","0","1","0"
"2013-07-19","VIB MicroArray Facility","Belgium","Vlaams Gewest, Belgium","True","True","50.8782627707,4.67352390289","1","1","0","0","0","0","0","0"
"2013-07-19","VIB Nucleomics Core","Belgium","Vlaams Gewest, Belgium","True","False","50.8783440055,4.6693611145","4","2","0","0","1","1","0","0"
"2013-07-19","Victor Chang Cardiac Research Institute","Australia","Darlinghurst (Sydney), Australia","False","False","-33.8785260401,151.221962571","1","0","0","0","0","0","1","0"
"2013-07-19","Victorian Government Department of Primary Industries","Australia","VIC, Australia","False","False","-37.7260752859,145.055730343","2","1","1","0","0","0","0","0"
"2013-07-19","Vietnam National Hygiene and Public Health","Vietnam","Hồ Chí Minh, Vietnam","True","True","10.6222173925,106.767578116","1","0","0","0","1","0","0","0"
"2013-07-19","Vincent J. Coates Genomics Sequencing Laboratory","United States","CA, United States","True","False","37.8739810973,-122.256084681","4","0","4","0","0","0","0","0"
"2013-07-19","Virginia Bioinformatics Institute","United States","VA, United States","True","False","37.220589418,-80.426402092","3","2","1","0","0","0","0","0"
"2013-07-19","Virginia Commonwealth Univ","United States","VA, United States","None","None","37.3352243593,-77.431640625","1","0","0","0","0","0","1","0"
"2013-07-19","Virginia Institute for Psychiatric and Behavioral Genetics, Virginia Commonwelath University","United States","VA, United States","False","False","37.5391328508,-77.4371337891","1","0","0","0","0","1","0","0"
"2013-07-19","VUMC","Netherlands","Noord-Holland, Netherlands","True","False","52.3332805228,4.86520528793","1","0","0","1","0","0","0","0"
"2013-07-19","W. M. Keck Ecological and Evolutionary Genetics Facility ","United States","MA, United States","False","False","41.5255436395,-70.6740188599","4","1","0","1","1","1","0","0"
"2013-07-19","Wadsworth Center","United States","Albany, NY, United States","None","False","42.6524930468,-73.7803709507","1","0","0","0","0","1","0","0"
"2013-07-19","Wageningen University","Netherlands","Gelderland, Netherlands","True","None","51.986446,5.664203","3","1","0","1","0","0","0","1"
"2013-07-19","Wake Forest University","United States","NC, United States","None","None","36.1319565663,-80.2788698673","1","0","0","0","0","1","0","0"
"2013-07-19","Waksman Institute","United States","NJ, United States","True","True","40.5231174145,-74.4719839096","2","0","1","0","0","0","1","0"
"2013-07-19","Wales Gene Park","United Kingdom","Cardiff, United Kingdom","True","False","51.5085020654,-3.19028377533","3","0","0","0","1","1","1","0"
"2013-07-19","Walter Reed Army Institute of Research","United States","MD, United States","None","None","39.0060121992,-77.0527839661","3","1","0","0","1","1","0","0"
"2013-07-19","Warwick HRI","United Kingdom","Coventry, United Kingdom","None","None","52.3804079721,-1.56124198424","1","0","1","0","0","0","0","0"
"2013-07-19","Weill Cornell Medical College - Qatar","Qatar","Al Rayyan, Qatar","False","True","25.3180179526,51.4388680458","3","0","1","2","0","0","0","0"
"2013-07-19","Wellcome Trust Centre for Human Genetics","United Kingdom","Oxfordshire, United Kingdom","None","None","51.755303,-1.208067","10","1","2","5","2","0","0","0"
"2013-07-19","Wellcome Trust Sanger Institute","United Kingdom","Cambridgeshire, United Kingdom","None","True","52.0789389512,0.183312892914","38","3","7","23","2","2","0","1"
"2013-07-19","West Midlands Regional Genetics Laboratory","United Kingdom","Birmingham, United Kingdom","False","False","52.4525572806,-1.94269180298","2","2","0","0","0","0","0","0"
"2013-07-19","Western Carolina University","United States","NC, United States","None","None","35.3112818432,-83.1827688217","1","1","0","0","0","0","0","0"
"2013-07-19","Westminster Genomic Services","United Kingdom","Greater London, United Kingdom","True","False","51.5207738622,-0.1398396492","1","0","0","0","0","1","0","0"
"2013-07-19","Whitehead institute","United States","MA, United States","None","None","42.3633163915,-71.0893750191","2","0","2","0","0","0","0","0"
"2013-07-19","Wilhelm Johannsen Centre for Functional Genome Research","Denmark","Hovedstaden, Denmark","None","None","55.6946643153,12.5626516342","1","0","1","0","0","0","0","0"
"2013-07-19","WuXi Genome Center","China","Shanghai, China","True","True","31.3228838179,121.607708931","5","0","0","2","2","1","0","0"
"2013-07-19","Xcelris Labs","India","Ahmedabad, India","True","None","24.2870268654,72.7734375","2","1","0","0","0","0","1","0"
"2013-07-19","Yale Center for Genome Analysis","United States","CT, United States","True","True","41.307729,-72.92038","20","0","9","10","0","0","0","1"
"2013-07-19","Yang Ming U Genome Research Center","Taiwan","Taipei, Taiwan","True","True","25.1205745306,121.515140533","5","2","1","1","1","0","0","0"
"2013-07-19","yourgene bioscience","Taiwan","台北縣, Taiwan","True","True","25.0074194531,121.428408623","4","0","1","1","0","2","0","0"
"2013-07-19","ZF-screens B.V.","Netherlands","Zuid-Holland, Netherlands","True","False","52.1660814947,4.46506261826","1","0","0","1","0","0","0","0"
"2013-07-19","Zhe Jiang University","China","浙江省, China","None","None","30.2836182221,120.121765137","1","0","1","0","0","0","0","0"
"2013-07-19","苏州众信生物技术有限公司","China","江苏省, China","True","False","31.2590729691,120.731377602","4","0","1","1","0","0","2","0"
"2013-07-19","苏州生物医药创新中心","China","江苏省, China","True","True","31.2589720844,120.73240757","1","0","1","0","0","0","0","0"
"2013-07-19","苏州生物医药创新中心","China","江苏省, China","True","True","31.2591463396,120.733029842","1","0","1","0","0","0","0","0"
"2013-07-19","高雄醫學大學","Taiwan","高雄市, Taiwan","None","None","22.6468643343,120.309305191","1","1","0","0","0","0","0","0"
